name,year,rate,code
West Bengal,2001,27.02,35
Jammu and Kashmir,2001,3.48,15
Andaman and Nicobar,2002,20.99,1
Telangana,2002,0,36
Andhra Pradesh,2002,15.77,2
Arunachal Pradesh,2002,33.47,3
Assam,2002,36.09,4
Bihar,2002,42.6,5
Chandigarh,2002,5.75,6
Chhattisgarh,2002,0,7
Dadra and Nagar Haveli,2002,17.14,8
Daman and Diu,2002,4.44,9
Delhi,2002,8.23,10
Goa,2002,4.4,11
Gujarat,2002,14.07,12
Haryana,2002,8.74,13
Himachal Pradesh,2002,7.63,14
Jharkhand,2002,0,16
Karnataka,2002,20.04,17
Kerala,2002,12.72,18
Lakshadweep,2002,15.6,19
Madhya Pradesh,2002,37.43,20
Maharashtra,2002,25.02,21
Manipur,2002,28.54,22
Meghalaya,2002,33.87,23
Mizoram,2002,19.47,24
Nagaland,2002,32.67,25
Orissa,2002,47.15,26
Puducherry,2002,21.67,27
Punjab,2002,6.16,28
Rajasthan,2002,15.28,29
Sikkim,2002,36.55,30
Tamil Nadu,2002,21.12,31
Tripura,2002,34.44,32
Uttar Pradesh,2002,31.15,33
Uttaranchal,2002,0,34
West Bengal,2002,27.02,35
Jammu and Kashmir,2002,3.48,15
Andaman and Nicobar,2003,20.99,1
Telangana,2003,0,36
Andhra Pradesh,2003,15.77,2
Arunachal Pradesh,2003,33.47,3
Assam,2003,36.09,4
Bihar,2003,42.6,5
Chandigarh,2003,5.75,6
Chhattisgarh,2003,0,7
Dadra and Nagar Haveli,2003,17.14,8
Daman and Diu,2003,4.44,9
Delhi,2003,8.23,10
Goa,2003,4.4,11
Gujarat,2003,14.07,12
Haryana,2003,8.74,13
Himachal Pradesh,2003,7.63,14
Jharkhand,2003,0,16
Karnataka,2003,20.04,17
Kerala,2003,12.72,18
Lakshadweep,2003,15.6,19
Madhya Pradesh,2003,37.43,20
Maharashtra,2003,25.02,21
Manipur,2003,28.54,22
Meghalaya,2003,33.87,23
Mizoram,2003,19.47,24
Nagaland,2003,32.67,25
Orissa,2003,47.15,26
Puducherry,2003,21.67,27
Punjab,2003,6.16,28
Rajasthan,2003,15.28,29
Sikkim,2003,36.55,30
Tamil Nadu,2003,21.12,31
Tripura,2003,34.44,32
Uttar Pradesh,2003,31.15,33
Uttaranchal,2003,0,34
West Bengal,2003,27.02,35
Jammu and Kashmir,2003,3.48,15
Andaman and Nicobar,2004,3,1
Telangana,2004,0,36
Andhra Pradesh,2004,29.9,2
Arunachal Pradesh,2004,31.1,3
Assam,2004,34.4,4
Bihar,2004,54.4,5
Chandigarh,2004,11.6,6
Chhattisgarh,2004,49.4,7
